N_kN,My_kNm,Mz_kNm,neutral_axis_depth_mm,neutral_axis_angle_deg,max_concrete_strain,max_steel_strain
96.78210333839786,23.09868607756024,-109.23222176463435,74.91706016016994,174.0,0.0163537086502592,0.014128724060143944
96.78210333839786,3.352761268615723e-14,-112.87274478798318,51.90752998547414,180.0,0.02257200407555613,0.019650141549847254
96.78210333839786,-23.097532935355595,-109.24223101188886,74.92361663938756,186.0,0.01635197127512974,0.014127181390847956
96.78210333839786,-39.68814345206821,-106.05461267625759,97.60816123177194,192.0,0.012944665633594301,0.011101728967760457
96.78210333839786,-52.32538586677545,-102.92464271931561,117.89754543331073,198.0,0.010964249261277571,0.00934325580958267
96.78210333839786,-62.02322320665989,-100.14691208636198,134.8718040577788,204.0,0.009748000861174186,0.00826331110949087
96.78210333839786,-70.19798092977445,-97.42095789469096,148.5466124717353,210.0,0.00894516911130078,0.007550451883310172
96.78210333839786,-77.76198088708941,-94.4967401833854,159.08355557680548,216.0,0.008382680353955594,0.007051000659115742
96.78210333839786,-84.86187465023396,-91.07536997188532,166.8767534902173,222.0,0.007953239458327382,0.006669686760411381
96.78210333839786,-91.0753699718853,-84.86187465023393,166.87675349021734,228.0,0.007953239458327382,0.00666968676041138
96.78210333839786,-94.49674018338538,-77.76198088708944,159.08355557680548,234.0,0.008382680353955594,0.007051000659115744
96.78210333839786,-97.42095789469099,-70.19798092977449,148.5466124717354,240.0,0.008945169111300775,0.0075504518833101695
96.78210333839786,-100.1470995757353,-62.02322342590341,134.8719915949999,246.0,0.00974798244005326,0.008263294752805912
96.78210333839786,-102.92464271931561,-52.32538586677547,117.89754543331081,252.0,0.010964249261277563,0.009343255809582661
96.78210333839786,-105.97701128081599,-39.69881261974445,97.55071715310334,258.0,0.012954349300653896,0.011110327396270268
96.78210333839786,-109.22957000334996,-23.09899155844973,74.91532346090959,264.0,0.01635416890217476,0.014129132732103452
96.78210333839786,-112.87211088983673,-6.449408829212189e-14,51.90708957664266,270.0,0.022572225285046835,0.019650337968619168
96.78210333839786,-109.23099072726151,23.098827893298314,74.91625390909975,276.0,0.0163539223164933,0.014128913781024224
96.78210333839786,-105.97701128081599,39.69881261974435,97.55071715310329,282.0,0.0129543493006539,0.011110327396270272
96.78210333839786,-102.92464271931561,52.32538586677539,117.89754543331074,288.0,0.010964249261277568,0.009343255809582666
96.78210333839786,-100.1470995757353,62.02322342590333,134.8719915949999,294.0,0.009747982440053258,0.00826329475280591
96.78210333839786,-97.43408744259548,70.1985513880369,148.56118388787382,300.0,0.008943948444278014,0.00754936801517789
96.78210333839786,-94.49671711353551,77.76197846015913,159.08352776398945,306.0,0.008382682431422742,0.007051002503763296
96.78210333839786,-91.07536997188532,84.86187465023384,166.87675349021734,312.0,0.00795323945832738,0.00666968676041138
96.78210333839786,-84.86187443006173,91.07536658811516,166.87674868839042,318.0,0.00795323978789081,0.0066696870530409775
96.78210333839786,-77.76199233930922,94.49684904599661,159.08368682086288,324.0,0.008382670550743125,0.007050991954539155
96.78210333839786,-70.19798092977443,97.42095789469096,148.54661247173547,330.0,0.008945169111300765,0.007550451883310161
96.78210333839786,-62.02322342590337,100.14709957573528,134.871991595,336.0,0.009747982440053253,0.008263294752805905
96.78210333839786,-52.32538586677541,102.92464271931561,117.89754543331092,342.0,0.01096424926127755,0.009343255809582651
96.78210333839786,-39.697924299460965,105.98347604036913,97.5554983140364,348.0,0.012953542878735964,0.011109611349222451
96.78210333839786,-23.098827893298395,109.23099072726153,74.91625390909988,354.0,0.016353922316493272,0.014128913781024197
173.02141617923212,-1.8626451492309572e-14,126.35227847455188,59.72816522161671,0.0,0.019158210382185615,0.016618928184182057
173.02141617923212,21.244649361765482,119.53436416104975,82.54523208243803,6.0,0.014518987261051062,0.012499617999036717
173.02141617923212,38.22665184692588,116.7553562545393,105.86363221152666,12.0,0.011662275665728397,0.009963055116982972
173.02141617923212,51.34559908178922,113.51848875055192,127.15182956728401,18.0,0.009911521409039753,0.008408506078716332
173.02141617923212,61.92703787979335,110.29589683014554,145.17239012885767,24.0,0.008807999990353466,0.007428655163848335
173.02141617923212,70.49536956333507,107.03056914020908,159.79783924139574,30.0,0.008068915586705278,0.006772399184746928
173.02141617923212,78.05705201174119,103.45452942238889,171.24661081457683,36.0,0.007538694614147658,0.006301599528079386
173.02141617923212,86.41083653606405,97.91981492066645,178.1729043536602,42.0,0.007227104801288858,0.0060249292632133826
173.02141617923212,97.91982191217659,86.41084374297233,178.17292377351538,48.0,0.007227103632094249,0.006024928225049204
173.02141617923212,103.45452942238889,78.05705201174118,171.24661081457683,54.0,0.007538694614147658,0.006301599528079386
173.02141617923212,107.03071951503726,70.49536503327168,159.79803138837713,60.0,0.008068901675819213,0.006772386832839474
173.02141617923212,110.29589683014557,61.92703787979336,145.1723901288577,66.0,0.008807999990353463,0.0074286551638483335
173.02141617923212,113.51848875055192,51.34559908178922,127.15182956728405,72.0,0.00991152140903975,0.00840850607871633
173.02141617923212,116.75535625453928,38.22665184692591,105.86363221152666,78.0,0.011662275665728396,0.009963055116982972
173.02141617923212,119.62532165062146,21.23549523998757,82.61176428410687,84.0,0.014504475491393205,0.01248673254839224
173.02141617923212,126.35227847455185,-1.9557774066925048e-14,59.72816522161671,90.0,0.019158210382185615,0.016618928184182057
173.02141617923212,119.66259636376779,-21.23174060440165,82.63908196822719,96.0,0.014498523821039276,0.01248144787557798
173.02141617923212,116.75535625453927,-38.22665184692594,105.86363221152662,102.0,0.011662275665728401,0.009963055116982977
173.02141617923212,113.5184887505519,-51.34559908178925,127.15182956728395,108.0,0.00991152140903976,0.008408506078716339
173.02141617923212,110.29589683014555,-61.92703787979341,145.17239012885764,114.0,0.008807999990353466,0.007428655163848337
173.02141617923212,107.0307195150373,-70.49536503327171,159.798031388377,120.0,0.00806890167581922,0.00677238683283948
173.02141617923212,103.45452942238892,-78.05705201174122,171.24661081457674,126.0,0.007538694614147664,0.00630159952807939
173.02141617923212,97.91982191217663,-86.41084374297235,178.1729237735153,132.0,0.007227103632094255,0.006024928225049209
173.02141617923212,86.41084374297235,-97.91982191217663,178.1729237735153,138.0,0.007227103632094255,0.006024928225049209
173.02141617923212,78.05705201174123,-103.45452942238892,171.24661081457674,144.0,0.0075386946141476644,0.006301599528079391
173.02141617923212,70.49536956333512,-107.03056914020908,159.7978392413956,150.0,0.008068915586705286,0.006772399184746935
173.02141617923212,61.92703353613434,-110.29629576506655,145.17280042349043,156.0,0.008807965204868023,0.007428624276736261
173.02141617923212,51.34559908178929,-113.51848875055191,127.15182956728395,162.0,0.009911521409039762,0.008408506078716339
173.02141617923212,38.22661975928449,-116.75559165800978,105.86382072477147,168.0,0.01166224866604366,0.009963031143124973
173.02141617923212,21.84263365998641,-119.982445349995,82.44593412037159,174.0,0.014540689346576732,0.012518887954287959
173.02141617923212,2.980232238769531e-14,-123.30678230701338,57.793147530517274,180.0,0.019916847691479608,0.017292545795020684
173.02141617923212,-21.83750001595062,-120.0335616274989,82.48314936608213,186.0,0.014532549639351914,0.01251166045563144
173.02141617923212,-38.22661975928455,-116.75559165800976,105.86382072477147,192.0,0.011662248666043663,0.009963031143124973
173.02141617923212,-51.3455990817893,-113.51848875055192,127.15182956728384,198.0,0.00991152140903977,0.008408506078716349
173.02141617923212,-61.92703787979347,-110.29589683014555,145.17239012885753,204.0,0.008807999990353477,0.007428655163848346
173.02141617923212,-70.49536956333517,-107.03056914020908,159.79783924139554,210.0,0.008068915586705291,0.006772399184746938
173.02141617923212,-78.05697561161527,-103.4526996983832,171.24403604184278,216.0,0.007538860588569711,0.006301746901919656
173.02141617923212,-86.45985622795632,-97.96736443356593,178.305200396893,222.0,0.007219145675489974,0.006017862108409198
173.02141617923212,-97.9198219121767,-86.41084374297236,178.17292377351527,228.0,0.0072271036320942575,0.00602492822504921
173.02141617923212,-103.45452942238892,-78.05705201174129,171.24661081457668,234.0,0.007538694614147668,0.006301599528079394
173.02141617923212,-107.09135125236944,-70.49352641452974,159.87557213753306,240.0,0.008063290679149362,0.006767404654761934
173.02141617923212,-110.29589683014557,-61.92703787979345,145.1723901288575,246.0,0.008807999990353478,0.0074286551638483465
173.02141617923212,-113.51848875055191,-51.34559908178933,127.15182956728393,252.0,0.009911521409039765,0.008408506078716342
173.02141617923212,-116.75811257131262,-38.22627612883958,105.86583956797695,258.0,0.011661959524590444,0.009962774405455305
173.02141617923212,-119.87571533522295,-21.853341296762476,82.3684122444155,264.0,0.014557668526380968,0.012533964294976205
173.02141617923212,-121.40405119072133,3.8079999999999328,59.93767164130951,270.0,0.019079010766921513,0.016548604387869963
173.02141617923212,-119.5403166799325,21.24405063256856,82.54958059007724,276.0,0.014518038065389548,0.012498775178751064
173.02141617923212,-116.79918475375351,38.22067570929598,105.89875051861553,282.0,0.011657247528470993,0.009958590477866482
173.02141617923212,-113.51848875055194,51.34559908178924,127.15182956728388,288.0,0.009911521409039765,0.008408506078716342
173.02141617923212,-110.29589683014554,61.92703787979336,145.1723901288575,294.0,0.008807999990353478,0.007428655163848346
173.02141617923212,-107.03056914020908,70.49536956333515,159.7978392413956,300.0,0.008068915586705288,0.006772399184746935
173.02141617923212,-103.45452942238894,78.0570520117412,171.24661081457674,306.0,0.007538694614147664,0.00630159952807939
173.02141617923212,-97.91981492066658,86.41083653606402,178.1729043536601,312.0,0.007227104801288862,0.006024929263213386
173.02141617923212,-86.41084374297233,97.91982191217662,178.1729237735153,318.0,0.007227103632094255,0.006024928225049209
173.02141617923212,-78.05705201174125,103.45452942238892,171.24661081457683,324.0,0.007538694614147661,0.006301599528079386
173.02141617923212,-70.49536503327178,107.03071951503725,159.7980313883771,330.0,0.008068901675819215,0.006772386832839475
173.02141617923212,-61.9270335361343,110.29629576506656,145.1728004234904,336.0,0.008807965204868025,0.0074286242767362615
173.02141617923212,-51.34559908178929,113.51848875055191,127.15182956728405,342.0,0.009911521409039753,0.008408506078716332
173.02141617923212,-38.22665184692602,116.75535625453922,105.86363221152672,348.0,0.011662275665728394,0.00996305511698297
173.02141617923212,-21.849164379055594,119.917367556175,82.39863637753281,354.0,0.014551044904907074,0.012528082975908869
249.26072902006638,-1.8626451492309572e-14,133.34414500398162,65.1222321283675,0.0,0.017281433453719353,0.014952479704595631
249.26072902006638,20.902343719420408,130.2810809936097,90.44323319180172,6.0,0.012945470079554596,0.011102443260294168
249.26072902006638,36.88768915828251,127.29641437541899,114.6860128704266,12.0,0.010495896573542472,0.008927390923059265
249.26072902006638,50.33093563037234,123.82316577402165,136.65235372081713,18.0,0.008979108028568295,0.007580587301228743
249.26072902006638,61.315915213776584,120.10432086386608,155.88599177399203,24.0,0.007962106094151787,0.006677559721531328
249.26072902006638,70.26598153589971,116.16402842900483,171.65214195522123,30.0,0.007269965886029393,0.006062986950526099
249.26072902006638,78.54147719694791,112.03290293426402,183.53607784538488,36.0,0.006799550163005965,0.005645290230944951
249.26072902006638,89.79761554787113,101.40818805409158,187.57737941643924,42.0,0.0066892852096441255,0.00554738255683918
249.26072902006638,101.40818805409157,89.79761554787115,187.57737941643924,48.0,0.0066892852096441255,0.00554738255683918
249.26072902006638,112.032902934264,78.54147719694791,183.53607784538488,54.0,0.006799550163005965,0.005645290230944951
249.26072902006638,116.16384116923822,70.2659877999213,171.6518959195152,60.0,0.0072699813230634345,0.0060630006575477045
249.26072902006638,120.10432086386609,61.31591521377659,155.88599177399206,66.0,0.007962106094151787,0.006677559721531327
249.26072902006638,123.82316577402165,50.330935630372345,136.65235372081716,72.0,0.008979108028568293,0.007580587301228742
249.26072902006638,127.24210987367391,36.894343377008845,114.63813507863634,78.0,0.01050174185898441,0.00893258113340857
249.26072902006638,130.3123337261302,20.899288976450134,90.46899222090238,84.0,0.012940787598497231,0.011098285540044954
249.26072902006638,133.2085445849101,-2.0489096641540527e-14,65.00250982427366,90.0,0.017319708915731175,0.014986465675175094
249.26072902006638,130.2809296310995,-20.902358510636112,90.44310849814445,96.0,0.012945492752877572,0.011102463392641291
249.26072902006638,127.24210987367395,-36.89434337700888,114.63813507863631,102.0,0.010501741858984412,0.008932581133408574
249.26072902006638,123.82316577402169,-50.33093563037237,136.6523537208171,108.0,0.008979108028568297,0.0075805873012287465
249.26072902006638,120.10434277448282,-61.315912418869665,155.88601704601092,114.0,0.007962104235931486,0.006677558071559854
249.26072902006638,116.16323211345735,-70.26600817203662,171.65109570584417,120.0,0.007270031531227011,0.006063045238934327
249.26072902006638,111.94272435646837,-78.53489883461246,183.4046792802294,126.0,0.006806929179280124,0.005651842288498732
249.26072902006638,101.40822562967256,-89.79765231899913,187.57748147715927,132.0,0.006689279665664237,0.005547377634167381
249.26072902006638,89.80304779941999,-101.41373909350696,187.5924595420341,138.0,0.006688466116483034,0.005546655258601314
249.26072902006638,78.53487672790669,-111.94242261427239,183.40424017311025,144.0,0.006806953856168592,0.005651864199873837
249.26072902006638,70.26588153687366,-116.16701703401749,171.65606877692306,150.0,0.007269719511193531,0.006062768186663222
249.26072902006638,61.31077225715845,-120.14460889996079,155.93248585556316,156.0,0.007958688460598433,0.006674525098634815
249.26072902006638,50.3309356303724,-123.8231657740217,136.65235372081708,162.0,0.008979108028568302,0.007580587301228749
249.26072902006638,36.89425540812999,-127.24282809271794,114.63876783725308,168.0,0.010501664575156455,0.008932512510699264
249.26072902006638,20.899654508697598,-130.30859476973578,90.4659091701977,174.0,0.01294134789554455,0.0110987830451818
249.26072902006638,1.4901161193847656e-14,-133.20854458491007,65.00250982427356,180.0,0.017319708915731213,0.014986465675175127
249.26072902006638,-20.902358510636116,-130.2809296310995,90.44310849814434,186.0,0.012945492752877593,0.011102463392641308
249.26072902006638,-36.894255408130064,-127.24282809271797,114.63876783725311,192.0,0.010501664575156451,0.00893251251069926
249.26072902006638,-50.33093563037244,-123.82316577402169,136.65235372081693,198.0,0.00897910802856831,0.0075805873012287596
249.26072902006638,-61.31591521377668,-120.1043208638661,155.8859917739919,204.0,0.0079621060941518,0.006677559721531337
249.26072902006638,-70.26600817203669,-116.16323211345738,171.6510957058441,210.0,0.007270031531227015,0.006063045238934331
249.26072902006638,-78.54380076972896,-112.0649427037481,183.58284314899743,216.0,0.006796926488689871,0.005642960589095316
249.26072902006638,-89.79765244254061,-101.4082257559168,187.5774818200571,222.0,0.006689279647037895,0.005547377617628475
249.26072902006638,-101.40818805409168,-89.79761554787119,187.57737941643913,228.0,0.006689285209644131,0.005547382556839185
249.26072902006638,-112.06494270374809,-78.54380076972899,183.58284314899743,234.0,0.006796926488689871,0.005642960589095316
249.26072902006638,-116.16323211345735,-70.26600817203673,171.65109570584417,240.0,0.007270031531227014,0.00606304523893433
249.26072902006638,-120.10431721236473,-61.31591567956008,155.88598756229942,246.0,0.007962106403832398,0.006677559996506352
249.26072902006638,-123.82316577402169,-50.33093563037245,136.65235372081705,252.0,0.008979108028568304,0.007580587301228751
249.26072902006638,-127.24210987367394,-36.89434337700898,114.63813507863631,258.0,0.010501741858984417,0.008932581133408576
249.26072902006638,-130.28092963109953,-20.9023585106361,90.44310849814431,264.0,0.012945492752877596,0.011102463392641313
249.26072902006638,-133.20854458491004,-6.193295121192932e-14,65.00250982427356,270.0,0.017319708915731213,0.014986465675175127
249.26072902006638,-130.2809296310995,20.902358510635995,90.44310849814424,276.0,0.012945492752877603,0.01110246339264132
249.26072902006638,-127.24210987367394,36.89434337700889,114.63813507863625,282.0,0.01050174185898442,0.008932581133408578
249.26072902006638,-123.82316577402173,50.33093563037235,136.65235372081702,288.0,0.008979108028568302,0.007580587301228752
249.26072902006638,-120.10643836350522,61.31564509612797,155.88843419749674,294.0,0.007961926508555962,0.006677400261907447
249.26072902006638,-116.1670170340175,70.26588153687368,171.6560687769231,300.0,0.007269719511193531,0.006062768186663219
249.26072902006638,-112.06508139493862,78.54381081222203,183.5830456747019,306.0,0.006796915129295088,0.0056429505027361555
249.26072902006638,-101.4081880540917,89.79761554787112,187.57737941643913,312.0,0.006689285209644129,0.005547382556839183
249.26072902006638,-89.79765231899911,101.40822562967256,187.57748147715927,318.0,0.006689279665664236,0.005547377634167381
249.26072902006638,-78.53487672790669,111.94242261427236,183.4042401731103,324.0,0.006806953856168589,0.005651864199873834
249.26072902006638,-70.266009024333,116.16320663135667,171.6510622262391,330.0,0.007270033631863021,0.006063047104154233
249.26072902006638,-61.31591521377662,120.10432086386609,155.885991773992,336.0,0.00796210609415179,0.006677559721531332
249.26072902006638,-50.3309356303724,123.8231657740217,136.65235372081722,342.0,0.00897910802856829,0.007580587301228738
249.26072902006638,-36.89434337700896,127.2421098736739,114.63813507863642,348.0,0.010501741858984406,0.008932581133408567
249.26072902006638,-20.90235851063609,130.2809296310995,90.44310849814441,354.0,0.012945492752877577,0.011102463392641294
325.5000418609005,-2.2351741790771485e-14,143.10718943474578,72.25850756915662,0.0,0.01522905182878425,0.013130106365213603
325.5000418609005,19.913530110537536,140.41783286617843,99.11394878664404,6.0,0.011506782633146227,0.009824988027707426
325.5000418609005,35.69389984737167,137.36595310336807,123.91788892104836,12.0,0.00945320303260757,0.008001550968608445
325.5000418609005,49.05083631246763,133.75586382606247,146.62068749983067,18.0,0.00813068809401247,0.0068272489110627966
325.5000418609005,60.05405094564764,129.49332154851388,166.964838855215,24.0,0.007201545238845125,0.006002234134491792
325.5000418609005,70.01622494139788,124.89087389144007,183.34660260427316,30.0,0.0065830213751586625,0.005453027600356398
325.5000418609005,80.83855109903645,117.0327811558152,193.72717617703586,36.0,0.006257738061295231,0.005164198450977662
325.5000418609005,93.11498963031838,104.92228717916299,197.13705224491707,42.0,0.006195181073201873,0.0051086521598258
325.5000418609005,104.922287179163,93.11498963031836,197.13705224491707,48.0,0.006195181073201873,0.0051086521598258
325.5000418609005,117.0327811558152,80.83855109903647,193.72717617703586,54.0,0.006257738061295231,0.005164198450977662
325.5000418609005,124.8908738914401,70.01622494139787,183.3466026042732,60.0,0.006583021375158662,0.0054530276003563975
325.5000418609005,129.49321493399583,60.05406646979348,166.9647112008344,66.0,0.007201553420808363,0.006002241399510873
325.5000418609005,133.74369067392672,49.05350225266701,146.60718631936558,72.0,0.008131759173969959,0.006828199956197463
325.5000418609005,137.36597195527972,35.693897857969944,123.91790692399414,78.0,0.009453201150750316,0.008001549297648987
325.5000418609005,140.41814465020448,19.913506616200593,99.11422830365237,84.0,0.011506740311765552,0.009824950449240102
325.5000418609005,143.10718943474575,-2.2351741790771485e-14,72.25850756915662,90.0,0.01522905182878425,0.013130106365213603
325.5000418609005,140.40344706729044,-19.914613999420656,99.10105483713123,96.0,0.011508735152198014,0.009826721729968926
325.5000418609005,137.3659531033681,-35.693899847371725,123.91788892104829,102.0,0.009453203032607577,0.008001550968608452
325.5000418609005,133.74369067392675,-49.05350225266704,146.60718631936552,108.0,0.008131759173969962,0.006828199956197466
325.5000418609005,129.49321493399583,-60.05406646979356,166.96471120083436,114.0,0.007201553420808364,0.006002241399510875
325.5000418609005,124.89087389144008,-70.01622494139791,183.346602604273,120.0,0.006583021375158671,0.005453027600356405
325.5000418609005,116.96781606765043,-80.78650252960486,193.56039008861816,126.0,0.006266146057178595,0.005171664171460305
325.5000418609005,104.922287179163,-93.11498963031838,197.137052244917,132.0,0.006195181073201878,0.005108652159825803
325.5000418609005,92.62741416866032,-104.44013512122945,197.41808346249329,138.0,0.006181379660008935,0.005096397456732071
325.5000418609005,80.78655473780681,-116.96788125031006,193.56055709646213,144.0,0.006266137630756286,0.005171656689378425
325.5000418609005,70.01622415494083,-124.89089122262138,183.34662614514136,150.0,0.006583020080544835,0.005453026450828603
325.5000418609005,60.05325740901509,-129.4987708414152,166.9713640243154,156.0,0.007201127027059369,0.006001862791268233
325.5000418609005,48.42107284655232,-133.3805638370447,146.8526312674627,162.0,0.008112318211270874,0.0068109377220767235
325.5000418609005,35.69389984737172,-137.36595310336807,123.91788892104817,168.0,0.009453203032607589,0.008001550968608462
325.5000418609005,19.9098509757083,-140.46663547860817,99.1577348116562,174.0,0.011500155945263787,0.009819103985880777
325.5000418609005,1.1175870895385742e-14,-143.1071894347458,72.25850756915655,180.0,0.015229051828784274,0.01313010636521362
325.5000418609005,-19.91484546785969,-140.400374435268,99.09830161716484,186.0,0.011509152135623733,0.009827091982493485
325.5000418609005,-35.693899847371796,-137.3659531033681,123.9178889210482,192.0,0.009453203032607587,0.008001550968608459
325.5000418609005,-49.0535022526671,-133.74369067392672,146.60718631936533,198.0,0.008131759173969978,0.006828199956197479
325.5000418609005,-60.05405094564776,-129.49332154851393,166.96483885521482,204.0,0.007201545238845137,0.006002234134491803
325.5000418609005,-70.016224941398,-124.89087389144008,183.34660260427293,210.0,0.0065830213751586755,0.00545302760035641
325.5000418609005,-80.7865025296049,-116.9678160676505,193.5603900886181,216.0,0.006266146057178599,0.005171664171460307
325.5000418609005,-93.11499484020221,-104.92229272519293,197.13706765810298,222.0,0.0061951803151829455,0.0051086514867572696
325.5000418609005,-104.92278599768126,-93.11545821568077,197.1384385523875,228.0,0.00619511289521463,0.005108591622475058
325.5000418609005,-116.96781637925967,-80.78650277918895,193.5603908870064,234.0,0.006266146016895686,0.005171664135691857
325.5000418609005,-124.57340362331388,-69.42158408338068,183.70993458935146,240.0,0.006563079698188324,0.005435320766494805
325.5000418609005,-129.4932149339959,-60.05406646979359,166.96471120083422,246.0,0.007201553420808374,0.006002241399510883
325.5000418609005,-133.74375938133346,-49.05348720733021,146.6072625092653,252.0,0.008131753129095035,0.006828194588765417
325.5000418609005,-137.3659719552798,-35.69389785797007,123.91790692399411,258.0,0.009453201150750323,0.008001549297648992
325.5000418609005,-140.4013699203314,-19.914770477108252,99.09919358796645,264.0,0.011509017041431972,0.009826972028168042
325.5000418609005,-143.1071894347458,-6.379559636116028e-14,72.25850756915655,270.0,0.015229051828784274,0.01313010636521362
325.5000418609005,-140.40766990335837,19.914295862178367,99.1048391357377,276.0,0.011508162046626002,0.009826212851745503
325.5000418609005,-137.36597195527978,35.69389785796997,123.91790692399407,282.0,0.009453201150750323,0.008001549297648994
325.5000418609005,-133.7437593813335,49.05348720733011,146.60726250926524,288.0,0.008131753129095037,0.0068281945887654185
325.5000418609005,-129.4932149339959,60.05406646979348,166.96471120083422,294.0,0.007201553420808373,0.006002241399510882
325.5000418609005,-124.89410595402329,70.01607824945185,183.35099289284787,300.0,0.006582779940013735,0.005452813222598401
325.5000418609005,-116.96788125031011,80.78655473780677,193.56055709646213,306.0,0.006266137630756285,0.005171656689378425
325.5000418609005,-104.9222871791631,93.11498963031832,197.13705224491696,312.0,0.006195181073201877,0.0051086521598258045
325.5000418609005,-92.60038273240623,104.4112354104248,197.33944097420556,318.0,0.0061852378232973414,0.005099823239651949
325.5000418609005,-80.7865025296049,116.9678160676504,193.5603900886182,324.0,0.006266146057178596,0.005171664171460305
325.5000418609005,-70.01622494139798,124.89087389144007,183.34660260427316,330.0,0.0065830213751586625,0.005453027600356398
325.5000418609005,-59.44260135600568,129.09499503071913,167.18806421358624,336.0,0.0071872568009575056,0.005989546987057096
325.5000418609005,-49.05350225266709,133.74369067392675,146.6071863193656,342.0,0.008131759173969959,0.006828199956197462
325.5000418609005,-35.69389785797005,137.36597195527975,123.91790692399425,348.0,0.00945320115075031,0.008001549297648982
325.5000418609005,-19.902931441895916,140.55830259767936,99.240165039456,354.0,0.01148769661217915,0.009808040957365968
401.7393547017348,-2.6077032089233398e-14,152.84117618110034,81.16235251841651,0.0,0.013174397566608844,0.011305715080695783
401.7393547017348,19.04715837672564,150.15798298375506,108.33143689584999,6.0,0.010229915599512682,0.00869121816163626
401.7393547017348,34.584738095284266,147.0696341060863,133.61914105110307,12.0,0.008512751780469558,0.007166495115416937
401.7393547017348,47.21179549300959,143.06848818684702,157.43381277204472,18.0,0.007331850251314062,0.006117935999011623
401.7393547017348,58.750039217707105,138.45371573117274,178.03930376730634,24.0,0.006535883866636865,0.005411172743651698
401.7393547017348,69.61556515797099,133.2335994224166,194.87305926473078,30.0,0.0059866253965367554,0.004923469102097291
401.7393547017348,83.58568841265252,120.67222122589162,202.9707782577102,36.0,0.005813355630384206,0.004769617499392873
401.7393547017348,96.31571763581734,108.41541973617868,206.7969244694737,42.0,0.005742300980321696,0.004706525870458058
401.7393547017348,108.41541973617869,96.31571763581735,206.7969244694737,48.0,0.005742300980321696,0.004706525870458058
401.7393547017348,120.67222122589165,83.58568841265252,202.97077825771024,54.0,0.005813355630384203,0.00476961749939287
401.7393547017348,133.23359942241657,69.61556515797103,194.87305926473078,60.0,0.0059866253965367554,0.004923469102097291
401.7393547017348,138.4537157311727,58.750039217707105,178.03930376730634,66.0,0.006535883866636865,0.005411172743651698
401.7393547017348,143.068488186847,47.21179549300959,157.43381277204475,72.0,0.007331850251314062,0.006117935999011622
401.7393547017348,147.0694090561632,34.58476296432307,133.6189063321727,78.0,0.008512772882425306,0.0071665138524983334
401.7393547017348,150.15798298375503,19.04715837672564,108.33143689584996,84.0,0.010229915599512685,0.008691218161636264
401.7393547017348,152.84117618110034,-2.0489096641540527e-14,81.16235251841653,90.0,0.01317439756660884,0.01130571508069578
401.7393547017348,150.15798298375506,-19.047158376725726,108.33143689584996,96.0,0.010229915599512685,0.008691218161636264
401.7393547017348,147.06963410608626,-34.58473809528434,133.61914105110299,102.0,0.008512751780469566,0.007166495115416943
401.7393547017348,143.06848818684696,-47.21179549300964,157.43381277204463,108.0,0.007331850251314066,0.006117935999011628
401.7393547017348,138.44154174728197,-58.75179821793347,178.0236992113126,114.0,0.006536763555759367,0.005411953846924265
401.7393547017348,133.20051522292675,-69.6180884187811,194.82700499803045,120.0,0.005988867896626014,0.004925460287521374
401.7393547017348,120.68033084711587,-83.59154600365302,202.991316482095,126.0,0.005812413325112103,0.004768780797297814
401.7393547017348,108.41541973617869,-96.31571763581739,206.79692446947362,132.0,0.0057423009803217,0.004706525870458061
401.7393547017348,96.31540010803766,-108.41506514029724,206.79593346882717,138.0,0.005742345270971389,0.004706565197500456
401.7393547017348,83.5852934487727,-120.67167439547742,202.96939371640207,144.0,0.005813419160778377,0.004769673910001489
401.7393547017348,69.01097993588814,-132.93825568496956,195.2768817750354,150.0,0.005967007544965557,0.0049060498028573474
401.7393547017348,58.75268872390558,-138.43537698297342,178.0157992191223,156.0,0.0065372089676500765,0.0054123493419651544
401.7393547017348,47.20039388778808,-143.13277775717137,157.5125533653706,162.0,0.007326435404704174,0.0061131279886597395
401.7393547017348,34.58473809528431,-147.0696341060863,133.6191410511029,168.0,0.008512751780469573,0.007166495115416949
401.7393547017348,19.046896397390817,-150.1609063052144,108.33431944373986,174.0,0.010229550275398935,0.008690893779018018
401.7393547017348,7.450580596923828e-15,-153.05497963144734,81.3310458992717,180.0,0.013139812243524248,0.011275005698991357
401.7393547017348,-19.04689639739082,-150.16090630521444,108.33431944373979,186.0,0.010229550275398938,0.008690893779018022
401.7393547017348,-34.58476296432316,-147.06940905616332,133.61890633217263,192.0,0.008512772882425315,0.007166513852498339
401.7393547017348,-46.58368167436888,-142.71884799139391,157.71953281400036,198.0,0.007312227591691346,0.006100512430553523
401.7393547017348,-58.75277157807223,-138.4348033482348,178.0150641879395,204.0,0.00653725041167962,0.005412386141405178
401.7393547017348,-69.01562383491907,-132.86986205348308,195.18103085227233,210.0,0.0059716566720094495,0.004910177907042872
401.7393547017348,-83.58558845427811,-120.67208283298937,202.9704278511578,216.0,0.005813371708888214,0.004769631775995567
401.7393547017348,-96.31571763581744,-108.41541973617876,206.79692446947354,222.0,0.005742300980321704,0.004706525870458063
401.7393547017348,-108.4154345377093,-96.31573089005853,206.79696583625628,228.0,0.00574229913153125,0.004706524228859643
401.7393547017348,-120.67618009839049,-83.58854786848313,202.9808031920183,234.0,0.0058128956569437895,0.004769209074700088
